date,location_name,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max,et0_fao_evapotranspiration
2015-04-17,Trans Nzoia (Kitale),27.8,14.8,21.7,0.0,0.0,18.2,4.17
2015-04-18,Trans Nzoia (Kitale),28.5,17.3,22.6,0.0,0.0,14.4,4.75
2015-04-19,Trans Nzoia (Kitale),27.5,15.1,20.9,0.0,0.0,13.0,4.22
2015-04-20,Trans Nzoia (Kitale),25.2,15.4,20.9,13.9,13.9,16.0,3.54
2015-04-21,Trans Nzoia (Kitale),26.9,17.8,22.0,0.0,0.0,17.5,4.1
2015-04-22,Trans Nzoia (Kitale),28.0,16.8,21.4,0.0,0.0,15.3,3.9
2015-04-23,Trans Nzoia (Kitale),28.3,17.5,21.5,26.9,26.9,12.8,4.43
2015-04-24,Trans Nzoia (Kitale),27.3,15.4,21.0,5.2,5.2,11.7,3.67
2015-04-25,Trans Nzoia (Kitale),25.3,15.6,21.1,0.0,0.0,18.8,3.84
2015-04-26,Trans Nzoia (Kitale),26.6,15.7,22.4,7.9,7.9,11.0,4.33
2015-04-27,Trans Nzoia (Kitale),30.3,17.4,23.7,22.5,22.5,15.9,4.38
2015-04-28,Trans Nzoia (Kitale),25.1,13.2,20.0,0.0,0.0,9.8,4.35
2015-04-29,Trans Nzoia (Kitale),30.0,16.6,23.2,0.0,0.0,16.0,3.79
2015-04-30,Trans Nzoia (Kitale),26.5,15.9,22.3,0.0,0.0,19.9,5.06
2015-05-01,Trans Nzoia (Kitale),26.9,16.9,22.8,10.0,10.0,12.7,3.58
2015-05-02,Trans Nzoia (Kitale),25.7,16.2,21.7,0.0,0.0,18.2,4.02
2015-05-03,Trans Nzoia (Kitale),26.2,16.3,20.7,14.2,14.2,10.4,3.28
2015-05-04,Trans Nzoia (Kitale),26.9,15.9,21.3,1.2,1.2,19.0,4.16
2015-05-05,Trans Nzoia (Kitale),26.2,14.6,20.5,0.0,0.0,11.3,3.7
2015-05-06,Trans Nzoia (Kitale),26.3,14.5,19.7,0.0,0.0,25.6,3.33
2015-05-07,Trans Nzoia (Kitale),27.6,16.7,21.4,0.0,0.0,10.2,4.01
2015-05-08,Trans Nzoia (Kitale),26.5,16.8,21.8,12.4,12.4,15.7,4.24
2015-05-09,Trans Nzoia (Kitale),25.3,15.7,21.2,18.4,18.4,11.0,4.42
2015-05-10,Trans Nzoia (Kitale),26.9,16.8,21.7,0.0,0.0,14.5,4.41
2015-05-11,Trans Nzoia (Kitale),24.2,15.3,19.8,20.2,20.2,9.3,3.93
2015-05-12,Trans Nzoia (Kitale),27.0,17.3,22.6,0.0,0.0,13.9,4.04
2015-05-13,Trans Nzoia (Kitale),26.8,17.0,21.3,9.6,9.6,16.5,4.14
2015-05-14,Trans Nzoia (Kitale),27.1,16.4,21.5,10.9,10.9,12.4,4.26
2015-05-15,Trans Nzoia (Kitale),29.0,17.5,22.2,0.0,0.0,13.0,3.94
2015-05-16,Trans Nzoia (Kitale),26.3,16.3,20.8,0.0,0.0,19.4,4.37
2015-05-17,Trans Nzoia (Kitale),29.4,18.2,24.3,5.4,5.4,8.9,4.01
2015-05-18,Trans Nzoia (Kitale),27.7,16.9,22.8,0.0,0.0,16.1,3.58
2015-05-19,Trans Nzoia (Kitale),28.0,16.6,22.8,0.0,0.0,19.8,4.62
2015-05-20,Trans Nzoia (Kitale),26.2,14.7,21.6,0.0,0.0,15.3,3.45
2015-05-21,Trans Nzoia (Kitale),24.8,15.6,20.6,0.0,0.0,10.4,4.24
2015-05-22,Trans Nzoia (Kitale),27.9,17.7,21.9,0.0,0.0,8.9,3.97
2015-05-23,Trans Nzoia (Kitale),26.0,14.9,20.6,3.3,3.3,24.9,3.55
2015-05-24,Trans Nzoia (Kitale),25.8,16.9,21.6,0.0,0.0,15.3,3.92
2015-05-25,Trans Nzoia (Kitale),26.6,14.7,21.6,0.0,0.0,16.8,4.51
2015-05-26,Trans Nzoia (Kitale),28.8,16.5,22.7,0.0,0.0,15.2,4.11
2015-05-27,Trans Nzoia (Kitale),26.8,15.3,21.8,0.0,0.0,13.4,4.14
2015-05-28,Trans Nzoia (Kitale),26.5,15.4,21.5,12.1,12.1,14.6,3.7
2015-05-29,Trans Nzoia (Kitale),27.8,16.4,22.8,0.0,0.0,9.8,3.62
2015-05-30,Trans Nzoia (Kitale),27.0,14.2,21.1,3.1,3.1,8.2,4.11
2015-05-31,Trans Nzoia (Kitale),25.1,15.8,20.7,0.0,0.0,15.0,3.92
2015-06-01,Trans Nzoia (Kitale),27.5,14.7,20.7,0.0,0.0,17.4,4.23
2015-06-02,Trans Nzoia (Kitale),27.9,18.7,22.8,0.0,0.0,13.5,4.49
2015-06-03,Trans Nzoia (Kitale),26.0,15.0,21.2,0.0,0.0,22.9,3.83
2015-06-04,Trans Nzoia (Kitale),26.5,14.1,20.5,0.0,0.0,9.0,4.16
2015-06-05,Trans Nzoia (Kitale),25.7,12.1,19.0,0.0,0.0,10.9,4.0
2015-06-06,Trans Nzoia (Kitale),26.1,14.8,20.0,0.0,0.0,18.4,4.01
2015-06-07,Trans Nzoia (Kitale),25.7,17.3,21.5,0.0,0.0,10.1,4.29
2015-06-08,Trans Nzoia (Kitale),27.7,15.3,21.7,0.0,0.0,14.1,4.5
2015-06-09,Trans Nzoia (Kitale),27.0,16.8,22.9,0.0,0.0,23.9,4.48
2015-06-10,Trans Nzoia (Kitale),25.1,15.6,20.3,0.0,0.0,17.8,4.47
2015-06-11,Trans Nzoia (Kitale),26.1,15.4,21.6,0.0,0.0,17.9,4.02
2015-06-12,Trans Nzoia (Kitale),29.0,16.0,22.4,0.0,0.0,17.6,4.13
2015-06-13,Trans Nzoia (Kitale),22.7,12.7,18.5,0.0,0.0,21.2,2.99
2015-06-14,Trans Nzoia (Kitale),29.6,17.4,23.5,0.0,0.0,8.0,5.03
2015-06-15,Trans Nzoia (Kitale),24.2,13.9,19.7,0.0,0.0,9.3,3.18
2015-06-16,Trans Nzoia (Kitale),25.1,14.7,19.7,0.0,0.0,13.9,4.37
2015-06-17,Trans Nzoia (Kitale),28.0,15.5,21.9,0.0,0.0,11.8,3.87
2015-06-18,Trans Nzoia (Kitale),27.5,17.3,21.3,0.0,0.0,13.4,3.65
2015-06-19,Trans Nzoia (Kitale),27.2,15.9,22.2,0.0,0.0,16.0,4.18
2015-06-20,Trans Nzoia (Kitale),26.1,16.1,21.5,2.7,2.7,11.8,4.2
2015-06-21,Trans Nzoia (Kitale),26.8,15.1,21.1,0.0,0.0,19.1,3.84
2015-06-22,Trans Nzoia (Kitale),25.5,15.2,20.6,0.0,0.0,15.8,3.95
2015-06-23,Trans Nzoia (Kitale),25.3,15.3,19.9,0.0,0.0,11.4,4.55
2015-06-24,Trans Nzoia (Kitale),26.4,14.7,21.4,0.0,0.0,13.6,4.07
2015-06-25,Trans Nzoia (Kitale),25.2,13.0,18.6,0.0,0.0,9.0,3.65
2015-06-26,Trans Nzoia (Kitale),26.2,13.6,20.4,0.0,0.0,12.2,3.84
2015-06-27,Trans Nzoia (Kitale),25.8,15.7,21.5,0.0,0.0,14.3,4.56
2015-06-28,Trans Nzoia (Kitale),24.9,14.0,19.3,0.0,0.0,10.0,3.73
2015-06-29,Trans Nzoia (Kitale),25.7,15.1,21.5,0.0,0.0,12.4,3.93
2015-06-30,Trans Nzoia (Kitale),27.4,15.2,21.6,0.0,0.0,11.7,4.46
2015-07-01,Trans Nzoia (Kitale),26.6,16.2,20.6,0.0,0.0,8.7,4.0
2015-07-02,Trans Nzoia (Kitale),25.0,15.9,20.3,0.0,0.0,13.3,4.18
2015-07-03,Trans Nzoia (Kitale),25.0,14.2,21.1,0.0,0.0,12.3,4.14
2015-07-04,Trans Nzoia (Kitale),26.5,15.7,21.1,0.0,0.0,18.2,3.73
2015-07-05,Trans Nzoia (Kitale),26.5,14.0,20.1,0.0,0.0,18.3,4.09
2015-07-06,Trans Nzoia (Kitale),28.5,16.5,22.6,0.0,0.0,9.8,4.03
2015-07-07,Trans Nzoia (Kitale),26.8,15.7,22.0,0.0,0.0,24.8,3.75
2015-07-08,Trans Nzoia (Kitale),27.9,15.3,21.4,0.0,0.0,20.4,4.08
2015-07-09,Trans Nzoia (Kitale),27.8,16.0,21.8,,0.0,11.8,3.92
2015-07-10,Trans Nzoia (Kitale),26.7,16.2,21.7,0.0,0.0,20.3,4.22
2015-07-11,Trans Nzoia (Kitale),23.5,11.7,18.7,0.0,0.0,17.6,3.32
2015-07-12,Trans Nzoia (Kitale),28.0,17.4,23.0,0.0,0.0,7.8,3.97
2015-07-13,Trans Nzoia (Kitale),22.7,12.3,18.5,0.0,0.0,12.5,2.94
2015-07-14,Trans Nzoia (Kitale),25.4,15.2,20.3,0.0,0.0,7.8,3.19
2015-07-15,Trans Nzoia (Kitale),23.2,12.1,18.8,0.0,0.0,15.6,3.66
2015-07-16,Trans Nzoia (Kitale),25.1,16.3,20.7,0.0,0.0,14.3,3.81
2015-07-17,Trans Nzoia (Kitale),26.4,16.2,20.5,0.0,0.0,22.1,3.88
2015-07-18,Trans Nzoia (Kitale),24.7,14.3,20.2,0.0,0.0,13.2,3.53
2015-07-19,Trans Nzoia (Kitale),22.7,12.7,16.8,0.0,0.0,14.2,3.23
2015-07-20,Trans Nzoia (Kitale),25.5,15.6,20.8,0.0,0.0,15.2,4.05
2015-07-21,Trans Nzoia (Kitale),24.3,15.5,20.1,0.0,0.0,16.5,3.35
2015-07-22,Trans Nzoia (Kitale),21.6,11.8,17.6,0.0,0.0,16.2,3.09
2015-07-23,Trans Nzoia (Kitale),27.9,15.1,21.5,0.0,0.0,8.4,3.39
2015-07-24,Trans Nzoia (Kitale),23.6,13.5,19.6,0.0,0.0,9.7,4.27
2015-07-25,Trans Nzoia (Kitale),24.8,14.6,18.9,0.3,0.3,14.3,2.75
2015-07-26,Trans Nzoia (Kitale),25.2,14.4,20.2,0.0,0.0,9.6,4.17
2015-07-27,Trans Nzoia (Kitale),25.7,13.4,19.1,0.0,0.0,16.6,4.12
2015-07-28,Trans Nzoia (Kitale),26.7,14.5,20.1,0.0,0.0,9.0,3.91
2015-07-29,Trans Nzoia (Kitale),24.8,13.9,19.2,0.0,0.0,14.4,4.24
2015-07-30,Trans Nzoia (Kitale),23.4,12.3,18.6,0.0,0.0,11.3,2.71
2015-07-31,Trans Nzoia (Kitale),23.3,13.5,18.3,0.0,0.0,9.8,4.1
2015-08-01,Trans Nzoia (Kitale),26.9,15.7,20.4,0.0,0.0,19.1,4.31
2015-08-02,Trans Nzoia (Kitale),25.1,13.7,19.6,0.0,0.0,16.8,3.87
2015-08-03,Trans Nzoia (Kitale),25.1,13.6,18.6,0.0,0.0,10.0,3.41
2015-08-04,Trans Nzoia (Kitale),23.2,14.4,18.7,,0.0,11.4,3.34
2015-08-05,Trans Nzoia (Kitale),24.7,11.8,18.4,0.0,0.0,14.6,2.67
2015-08-06,Trans Nzoia (Kitale),27.0,17.1,21.7,0.0,0.0,21.7,3.91
2015-08-07,Trans Nzoia (Kitale),24.9,14.7,19.7,0.0,0.0,17.4,3.72
2015-08-08,Trans Nzoia (Kitale),26.0,14.5,19.4,1.8,1.8,11.6,4.1
2015-08-09,Trans Nzoia (Kitale),24.9,15.0,20.9,2.3,2.3,16.9,4.42
2015-08-10,Trans Nzoia (Kitale),24.4,12.5,18.5,0.0,0.0,15.7,3.61
2015-08-11,Trans Nzoia (Kitale),22.7,12.1,17.9,0.0,0.0,13.3,3.21
2015-08-12,Trans Nzoia (Kitale),22.7,14.5,18.6,0.0,0.0,9.4,4.46
2015-08-13,Trans Nzoia (Kitale),25.2,12.5,19.3,0.0,0.0,8.1,3.22
2015-08-14,Trans Nzoia (Kitale),24.0,13.7,18.8,0.0,0.0,14.3,3.49
2015-08-15,Trans Nzoia (Kitale),22.9,11.9,18.6,0.0,0.0,14.3,3.25
2015-08-16,Trans Nzoia (Kitale),25.2,13.8,19.1,0.2,0.2,8.6,3.22
2015-08-17,Trans Nzoia (Kitale),24.3,12.4,18.4,0.0,0.0,20.6,3.42
2015-08-18,Trans Nzoia (Kitale),24.2,13.1,17.7,0.0,0.0,8.9,3.25
2015-08-19,Trans Nzoia (Kitale),25.9,13.3,19.7,0.0,0.0,9.6,3.77
2015-08-20,Trans Nzoia (Kitale),22.5,12.1,18.5,0.0,0.0,8.4,3.1
2015-08-21,Trans Nzoia (Kitale),24.7,13.2,18.5,0.0,0.0,23.2,3.96
2015-08-22,Trans Nzoia (Kitale),26.1,15.0,19.3,0.0,0.0,8.8,3.66
2015-08-23,Trans Nzoia (Kitale),24.6,14.9,19.2,1.3,1.3,15.0,4.14
2015-08-24,Trans Nzoia (Kitale),22.9,10.5,17.5,0.5,0.5,16.8,4.27
2015-08-25,Trans Nzoia (Kitale),22.5,12.6,17.8,0.0,0.0,11.5,3.86
2015-08-26,Trans Nzoia (Kitale),22.2,11.5,17.1,2.0,2.0,7.5,2.93
2015-08-27,Trans Nzoia (Kitale),22.0,12.6,17.3,0.0,0.0,8.8,3.46
2015-08-28,Trans Nzoia (Kitale),24.3,14.3,18.9,0.0,0.0,22.4,3.42
2015-08-29,Trans Nzoia (Kitale),23.3,13.0,18.0,0.7,0.7,9.6,3.36
2015-08-30,Trans Nzoia (Kitale),21.4,12.9,17.5,0.0,0.0,16.2,3.56
2015-08-31,Trans Nzoia (Kitale),21.7,13.0,17.0,0.0,0.0,18.5,3.41
2015-09-01,Trans Nzoia (Kitale),25.5,14.5,19.8,0.0,0.0,9.4,3.97
2015-09-02,Trans Nzoia (Kitale),24.3,13.9,17.9,0.0,0.0,13.2,3.13
2015-09-03,Trans Nzoia (Kitale),24.4,14.6,18.6,0.0,0.0,10.5,3.38
2015-09-04,Trans Nzoia (Kitale),24.0,13.4,18.3,0.0,0.0,10.5,3.65
2015-09-05,Trans Nzoia (Kitale),21.3,12.3,17.3,0.0,0.0,9.1,3.06
2015-09-06,Trans Nzoia (Kitale),23.8,14.6,18.8,0.0,0.0,24.5,3.39
2015-09-07,Trans Nzoia (Kitale),24.9,13.1,18.4,0.0,0.0,18.8,3.15
2015-09-08,Trans Nzoia (Kitale),24.6,13.2,19.7,0.0,0.0,13.8,3.88
2015-09-09,Trans Nzoia (Kitale),24.9,12.6,18.9,0.0,0.0,20.3,3.25
2015-09-10,Trans Nzoia (Kitale),21.3,12.2,16.8,0.0,0.0,16.7,2.89
2015-09-11,Trans Nzoia (Kitale),22.4,13.1,18.0,0.0,0.0,22.0,3.45
2015-09-12,Trans Nzoia (Kitale),23.7,12.0,18.0,0.0,0.0,26.9,3.68
2015-09-13,Trans Nzoia (Kitale),23.8,11.7,18.0,2.3,2.3,13.7,3.54
2015-09-14,Trans Nzoia (Kitale),22.0,9.8,16.7,0.0,0.0,10.7,3.16
2015-09-15,Trans Nzoia (Kitale),20.5,11.8,16.2,0.0,0.0,16.5,3.33
2015-09-16,Trans Nzoia (Kitale),22.1,11.1,17.9,0.0,0.0,9.1,3.71
2015-09-17,Trans Nzoia (Kitale),22.8,13.9,18.4,0.0,0.0,12.1,3.54
2015-09-18,Trans Nzoia (Kitale),21.6,9.8,16.6,0.0,0.0,11.3,3.04
2015-09-19,Trans Nzoia (Kitale),26.5,14.8,20.0,0.0,0.0,11.3,3.05
2015-09-20,Trans Nzoia (Kitale),25.2,13.2,18.6,0.0,0.0,19.9,3.66
2015-09-21,Trans Nzoia (Kitale),23.9,10.8,17.4,10.6,10.6,9.3,3.94
2015-09-22,Trans Nzoia (Kitale),24.8,13.7,20.1,0.0,0.0,9.8,4.54
2015-09-23,Trans Nzoia (Kitale),21.6,11.1,16.2,9.2,9.2,10.5,3.95
2015-09-24,Trans Nzoia (Kitale),22.6,12.2,16.7,0.0,0.0,13.6,3.27
2015-09-25,Trans Nzoia (Kitale),20.6,11.9,16.6,0.0,0.0,14.4,3.61
2015-09-26,Trans Nzoia (Kitale),25.0,13.2,19.1,0.0,0.0,10.6,3.8
2015-09-27,Trans Nzoia (Kitale),21.2,12.0,17.0,,0.0,7.8,2.58
2015-09-28,Trans Nzoia (Kitale),24.5,12.7,18.6,0.0,0.0,10.3,3.91
2015-09-29,Trans Nzoia (Kitale),24.2,11.1,18.0,0.0,0.0,13.4,3.75
2015-09-30,Trans Nzoia (Kitale),21.4,11.0,17.1,0.0,0.0,16.9,3.53
2015-10-01,Trans Nzoia (Kitale),24.1,11.8,17.8,0.0,0.0,15.0,3.53
2015-10-02,Trans Nzoia (Kitale),21.0,10.2,16.4,0.0,0.0,18.5,3.56
2015-10-03,Trans Nzoia (Kitale),24.5,13.4,18.6,21.1,21.1,9.8,3.02
2015-10-04,Trans Nzoia (Kitale),23.2,11.6,16.6,5.8,5.8,16.2,2.78
2015-10-05,Trans Nzoia (Kitale),22.4,11.3,16.7,0.0,0.0,10.7,3.12
2015-10-06,Trans Nzoia (Kitale),24.7,11.6,18.4,11.9,11.9,17.3,3.09
2015-10-07,Trans Nzoia (Kitale),22.7,12.2,17.1,0.0,0.0,14.8,2.85
2015-10-08,Trans Nzoia (Kitale),24.8,12.7,19.7,0.0,0.0,11.0,3.17
2015-10-09,Trans Nzoia (Kitale),24.2,12.7,19.1,0.0,0.0,15.5,3.74
2015-10-10,Trans Nzoia (Kitale),21.5,9.0,15.8,0.0,0.0,13.2,3.22
